,cuadrante,crime,date,hour,year,month,lat,lon,calle,int
2,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,01/01/2016,22:52,2016,1,19.37388,-99.23428,"Avenida Juchique, Jalalpa Tepito 2a. Ampliación, Álvaro Obregón, CDMX, 01296, México",1
28,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,02/01/2016,13:52,2016,1,19.396796,-99.192587,"Canario, Bellavista, Álvaro Obregón, CDMX, 01140, México",1
123,P-1.2.4,ROBO DE VEHICULO AUTOMOTOR S.V.,04/01/2016,09:49,2016,1,19.388022,-99.211757,"Bolivianos, María G. de García Cruz, Álvaro Obregón, CDMX, 01160, México",1
126,P-1.5.7,ROBO DE VEHICULO AUTOMOTOR S.V.,04/01/2016,13:25,2016,1,19.359183,-99.229897,"Calle uno, Herón Proal, Álvaro Obregón, CDMX, 01640, México",1
201,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,05/01/2016,11:10,2016,1,19.379882,-99.192248,"Francisco Girardon, Sacramento, Álvaro Obregón, CDMX, 01420, México",1
280,P-1.2.6,ROBO DE VEHICULO AUTOMOTOR S.V.,06/01/2016,00:32,2016,1,19.377218,-99.207998,"Padre Hidalgo, Palmas, Álvaro Obregón, CDMX, 01410, México",1
508,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,10/01/2016,20:00,2016,1,19.367049,-99.220224,"Calzada de la Romeria, Mixcoac, Álvaro Obregón, CDMX, 01450, México",1
511,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,10/01/2016,22:52,2016,1,19.387843,-99.194027,"San Pedro de los Pinos, Álvaro Obregón, CDMX, 01180, México",1
512,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,10/01/2016,23:28,2016,1,19.33932,-99.194352,"Plaza Opción Loreto, Altamirano, Loreto, Álvaro Obregón, CDMX, 01090, México",1
639,S-3.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,12/01/2016,15:35,2016,1,19.322379,-99.217848,"Lateral Periferico, Progreso, Álvaro Obregón, CDMX, 01080, México",1
661,P-1.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,13/01/2016,18:18,2016,1,19.393246,-99.207857,"Santa Cruz, Molino de Santo Domingo, Álvaro Obregón, CDMX, 01130, México",1
663,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,13/01/2016,11:40,2016,1,19.340303,-99.198009,"Yucatán, Ermita Tizapán, Álvaro Obregón, CDMX, 01089, México",1
666,P-1.1.9,ROBO DE VEHICULO AUTOMOTOR S.V.,13/01/2016,19:41,2016,1,19.341678,-99.227593,"Camino al Desierto de los Leones, La Herradura, Álvaro Obregón, CDMX, 01760, México",1
723,S-3.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,13/01/2016,20:41,2016,1,19.323214,-99.218629,"Lateral Periferico, Progreso, Álvaro Obregón, CDMX, 01080, México",1
741,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,14/01/2016,21:34,2016,1,19.375818,-99.200719,"Rosa Amarilla, Alfalfar, Álvaro Obregón, CDMX, 01470, México",1
790,P-1.1.1,ROBO DE VEHICULO AUTOMOTOR S.V.,14/01/2016,17:07,2016,1,19.324177,-99.284861,"Santa Rosa Xochiac, Álvaro Obregón, CDMX, 01830, México",1
805,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,15/01/2016,10:37,2016,1,19.337486,-99.203388,"Yucatán, Ermita Tizapán, Álvaro Obregón, CDMX, 01089, México",1
862,P-3.5.5,ROBO DE VEHICULO AUTOMOTOR S.V.,15/01/2016,01:55,2016,1,19.402511,-99.196497,"5a Cerrada de Observatorio, COVE, Álvaro Obregón, CDMX, 01120, México",1
881,P-1.2.9,ROBO DE VEHICULO AUTOMOTOR S.V.,16/01/2016,06:33,2016,1,19.371463,-99.196392,"Rosa Reina, La Cascada, Álvaro Obregón, CDMX, 01490, México",1
883,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,16/01/2016,18:21,2016,1,19.377983,-99.220028,"Lázaro Cárdenas, Desarrollo Urbano El Piru, Álvaro Obregón, CDMX, 01278, México",1
983,P-1.2.8,ROBO DE VEHICULO AUTOMOTOR S.V.,18/01/2016,02:07,2016,1,19.370677,-99.21593,"Calle 24, Olivar del Conde 2a. Sección, Álvaro Obregón, CDMX, 01408, México",1
984,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,18/01/2016,22:25,2016,1,19.366161,-99.199091,"Centenario, Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
988,P-1.4.1,ROBO DE VEHICULO AUTOMOTOR S.V.,18/01/2016,17:35,2016,1,19.351789,-99.192407,"Corregidora; Av. León Felipe, San Ángel Inn, Álvaro Obregón, CDMX, 01060, México",1
1128,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,20/01/2016,17:48,2016,1,19.365958,-99.195876,"Churreria La Parroquia, Centenario, Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
1130,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,20/01/2016,18:47,2016,1,19.380961,-99.23615,"Pino, El Árbol, Álvaro Obregón, CDMX, 01250, México",1
1132,P-1.4.11,ROBO DE VEHICULO AUTOMOTOR S.V.,20/01/2016,18:52,2016,1,19.314221,-99.21182,"Sud777, 777, Boulevard de la Luz, Jardines del Pedregal, Álvaro Obregón, CDMX, 01900, México",1
1210,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,21/01/2016,19:57,2016,1,19.364543,-99.199021,"Liga Olmeca, 5 de Mayo, Merced Gómez, Álvaro Obregón, CDMX, 01600, México",1
1213,P-1.5.2,ROBO DE VEHICULO AUTOMOTOR S.V.,21/01/2016,10:18,2016,1,19.388079,-99.21578,"Jaltipan, Mártires de Tacubaya, Álvaro Obregón, CDMX, 01220, México",1
1255,O-2.1.14,ROBO DE VEHICULO AUTOMOTOR S.V.,21/01/2016,10:28,2016,1,19.371774,-99.03799,"Ramón Itúrbide, Fraccionamiento Popular Álvaro Obregón, Iztapalapa, CDMX, 09230, México",1
1282,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,22/01/2016,01:46,2016,1,19.393075,-99.192998,"Avenida Europa, 8 de Agosto, Álvaro Obregón, CDMX, 01180, México",1
1283,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,22/01/2016,06:35,2016,1,19.373676,-99.192602,"Lateral Periferico, Santa María Nonoalco, Álvaro Obregón, CDMX, 01420, México",1
1286,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,22/01/2016,02:15,2016,1,19.383028,-99.234907,"elektra, Callejón Cebada, Lomas de Nuevo México, Álvaro Obregón, CDMX, 01250, México",1
1351,P-1.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,23/01/2016,18:42,2016,1,19.392602,-99.212719,"Leandro Valle, Liberales de 1857, Álvaro Obregón, CDMX, 01110, México",1
1354,P-1.4.3,ROBO DE VEHICULO AUTOMOTOR S.V.,23/01/2016,01:15,2016,1,19.362293,-99.177372,"Moras, Florida, Álvaro Obregón, CDMX, 01030, México",1
1399,P-1.2.6,ROBO DE VEHICULO AUTOMOTOR S.V.,24/01/2016,21:27,2016,1,19.376215,-99.210848,"Despertador Americano, Ampliación Las Golondrinas, Álvaro Obregón, CDMX, 01270, México",1
1451,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,25/01/2016,03:00,2016,1,19.373755,-99.193069,"Giovanni Sassoferrato, Torres de Mixcoac, Álvaro Obregón, CDMX, 01490, México",1
1602,P-1.4.4,ROBO DE VEHICULO AUTOMOTOR S.V.,27/01/2016,11:25,2016,1,19.343507,-99.191491,"La invencible, Arteaga, Residencial Antigua San Jacinto, Álvaro Obregón, CDMX, 01090, México",1
1671,P-1.2.2,ROBO DE VEHICULO AUTOMOTOR S.V.,28/01/2016,11:23,2016,1,19.401081,-99.199418,"Sur 122, COVE, Álvaro Obregón, CDMX, 01120, México",1
1673,P-1.5.5,ROBO DE VEHICULO AUTOMOTOR S.V.,28/01/2016,23:22,2016,1,19.364578,-99.236955,"Araucaria, Garcimarrero, Álvaro Obregón, CDMX, 01510, México",1
1729,S-3.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,28/01/2016,16:48,2016,1,19.3263,-99.212755,"Pemex, Lateral Periferico, Progreso, Álvaro Obregón, CDMX, 01080, México",1
1804,P-1.2.9,ROBO DE VEHICULO AUTOMOTOR S.V.,30/01/2016,02:15,2016,1,19.372645,-99.199672,"Av. del Rosal, Molino de Rosas, Álvaro Obregón, CDMX, 01470, México",1
1856,P-1.2.9,ROBO DE VEHICULO AUTOMOTOR S.V.,31/01/2016,00:06,2016,1,19.369795,-99.201907,"Rosa Bengala, Molino de Rosas, Álvaro Obregón, CDMX, 01470, México",1
1895,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,01/02/2016,23:26,2016,2,19.389297,-99.194198,"Avenida Central, 8 de Agosto, Álvaro Obregón, CDMX, 01180, México",1
1897,P-1.4.1,ROBO DE VEHICULO AUTOMOTOR S.V.,01/02/2016,18:15,2016,2,19.350675,-99.19937,"Mariscal, San Ángel Inn, Álvaro Obregón, CDMX, 01060, México",1
1966,P-1.2.1,ROBO DE VEHICULO AUTOMOTOR S.V.,02/02/2016,20:16,2016,2,19.40014,-99.199722,"Sur 122, Central Camionera Poniente, Álvaro Obregón, CDMX, 01140, México",1
1968,P-1.4.2,ROBO DE VEHICULO AUTOMOTOR S.V.,02/02/2016,18:37,2016,2,19.351167,-99.189592,"Cinemex, Angelina, Campestre, Álvaro Obregón, CDMX, 01040, México",1
2025,P-1.4.2,ROBO DE VEHICULO AUTOMOTOR S.V.,03/02/2016,18:47,2016,2,19.354866,-99.188412,"Manuel M. Ponce, Guadalupe Inn, Álvaro Obregón, CDMX, 01020, México",1
2107,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,04/02/2016,13:44,2016,2,19.36589,-99.204608,"5P, Sociedad Cooperativa Poder popular, Álvaro Obregón, CDMX, 01600, México",1
2108,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,04/02/2016,15:44,2016,2,19.367002,-99.220415,"Calzada de la Romeria, Mixcoac, Álvaro Obregón, CDMX, 01450, México",1
2192,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,05/02/2016,11:45,2016,2,19.380615,-99.238337,"Segunda Cerrada Pueblo Nuevo, Pueblo Nuevo, Álvaro Obregón, CDMX, 01240, México",1
2249,P-1.4.3,ROBO DE VEHICULO AUTOMOTOR S.V.,05/02/2016,20:03,2016,2,19.356082,-99.179747,"Hortensia, Florida, Álvaro Obregón, CDMX, 01030, México",1
2265,P-1.5.3,ROBO DE VEHICULO AUTOMOTOR S.V.,06/02/2016,00:30,2016,2,19.377592,-99.229466,"Zongolica, Jalalpa, Álvaro Obregón, CDMX, 01296, México",1
2362,P-1.2.10,ROBO DE VEHICULO AUTOMOTOR S.V.,08/02/2016,23:24,2016,2,19.361977,-99.212172,"5 de Mayo, Fraccionamiento Ex Hacienda Tarango, Álvaro Obregón, CDMX, 01618, México",1
2450,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,09/02/2016,00:25,2016,2,19.369787,-99.222831,"Calle 36, Galeana, Álvaro Obregón, CDMX, 01407, México",1
2451,P-1.2.1,ROBO DE VEHICULO AUTOMOTOR S.V.,09/02/2016,12:24,2016,2,19.397387,-99.213042,"Av de las Torres, El Capulín, Álvaro Obregón, CDMX, 01110, México",1
2453,P-1.5.7,ROBO DE VEHICULO AUTOMOTOR S.V.,09/02/2016,23:29,2016,2,19.361868,-99.223309,"5 de Mayo, Fraccionamiento Ex Hacienda Tarango, Álvaro Obregón, CDMX, 01618, México",1
2558,P-1.5.5,ROBO DE VEHICULO AUTOMOTOR S.V.,10/02/2016,12:38,2016,2,19.358561,-99.248331,"San Marcos, Reacomodo Corpus Christi, Álvaro Obregón, CDMX, 01530, México",1
2572,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,11/02/2016,00:05,2016,2,19.389047,-99.193915,"Trustnet, Central, San Pedro de los Pinos, Álvaro Obregón, CDMX, 01180, México",1
2573,P-1.5.1,ROBO DE VEHICULO AUTOMOTOR S.V.,11/02/2016,09:21,2016,2,19.373135,-99.259372,"Roberto Medellín, Centro Comercial Lomas de Santa Fe, Álvaro Obregón, CDMX, 01219, México",1
2612,O-1.2.17,ROBO DE VEHICULO AUTOMOTOR S.V.,11/02/2016,23:55,2016,2,19.358297,-99.067102,"Álvaro Obregón, Eva Samano de López Mateos, Iztapalapa, CDMX, 09359, México",1
2639,P-1.2.11,ROBO DE VEHICULO AUTOMOTOR S.V.,12/02/2016,22:25,2016,2,19.365185,-99.194493,"Mixcoac, Los Alpes, Álvaro Obregón, CDMX, 01010, México",1
2803,P-1.1.9,ROBO DE VEHICULO AUTOMOTOR S.V.,15/02/2016,16:45,2016,2,19.342312,-99.214632,"Privada De Los Ángeles, Lomas de los Ángeles Tetelpan, Álvaro Obregón, CDMX, 01780, México",1
2881,P-1.4.5,ROBO DE VEHICULO AUTOMOTOR S.V.,16/02/2016,23:52,2016,2,19.342003,-99.188399,"Chimalistac, Álvaro Obregón, CDMX, 01070, México",1
3049,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,18/02/2016,10:26,2016,2,19.337247,-99.199334,"Seguro Social, Río Magdalena, Loreto y Campamento, Álvaro Obregón, CDMX, 01090, México",1
3359,P-1.2.5,ROBO DE VEHICULO AUTOMOTOR S.V.,23/02/2016,00:22,2016,2,19.389291,-99.194272,"Avenida Central, 8 de Agosto, Álvaro Obregón, CDMX, 01180, México",1
3363,P-1.4.10,ROBO DE VEHICULO AUTOMOTOR S.V.,23/02/2016,15:46,2016,2,19.309047,-99.210558,"Liceo Mexicano Japonés, Camino a Santa Teresa, Álvaro Obregón, CDMX, 04510, México",1
3435,P-1.5.5,ROBO DE VEHICULO AUTOMOTOR S.V.,24/02/2016,10:23,2016,2,19.359138,-99.24605,"Realitos, Acuilotla, Álvaro Obregón, CDMX, 01539, México",1
3527,P-1.2.4,ROBO DE VEHICULO AUTOMOTOR S.V.,25/02/2016,11:39,2016,2,19.38229,-99.210052,"El Pocito, Álvaro Obregón, CDMX, 01280, México",1
3528,P-1.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,25/02/2016,17:23,2016,2,19.396115,-99.217702,"Belén de las flores Sección Relleno, Álvaro Obregón, CDMX, 01110, México",1
3530,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,25/02/2016,11:46,2016,2,19.337399,-99.202504,"Aguascalientes, Ermita Tizapán, Álvaro Obregón, CDMX, 01089, México",1
3551,P-1.7.3,ROBO DE VEHICULO AUTOMOTOR S.V.,25/02/2016,23:51,2016,2,19.362039,-99.273581,"Sanborns, Vasco de Quiroga, Residencial Parque Santa Fe, Álvaro Obregón, CDMX, 01219, México",1
3793,P-1.2.8,ROBO DE VEHICULO AUTOMOTOR S.V.,29/02/2016,09:52,2016,2,19.37186,-99.213676,"Ernesto P. Uruchurtu, Las Golondrinas 1a. Sección, Álvaro Obregón, CDMX, 01270, México",1
3855,N-4.3.1,ROBO DE VEHICULO AUTOMOTOR S.V.,29/02/2016,18:33,2016,2,19.411713,-99.118967,"Bacerac, Álvaro Obregón, Venustiano Carranza, CDMX, 15900, México",1
3858,P-1.1.4,ROBO DE VEHICULO AUTOMOTOR S.V.,01/03/2016,05:57,2016,3,19.338057,-99.214004,"Ciclopista, Miguel Hidalgo, Álvaro Obregón, CDMX, 01789, México",1
4015,P-1.4.4,ROBO DE VEHICULO AUTOMOTOR S.V.,03/03/2016,16:24,2016,3,19.34128,-99.198767,"Mercado Tizapan, Frontera, Batán Barrio Viejo, Álvaro Obregón, CDMX, 01080, México",1
4061,P-1.4.3,ROBO DE VEHICULO AUTOMOTOR S.V.,03/03/2016,17:57,2016,3,19.362053,-99.176169,"Axotla, Álvaro Obregón, CDMX, 01030, México",1
4086,P-1.2.8,ROBO DE VEHICULO AUTOMOTOR S.V.,04/03/2016,10:28,2016,3,19.37373,-99.205327,"Av. Santa Lucía, Batallón de San Patricio, Álvaro Obregón, CDMX, 01450, México",1
4090,P-1.2.3,ROBO DE VEHICULO AUTOMOTOR S.V.,04/03/2016,13:09,2016,3,19.390851,-99.214072,"Húngaros, Zenón Delgado, Álvaro Obregón, CDMX, 01220, México",1
4091,P-1.5.6,ROBO DE VEHICULO AUTOMOTOR S.V.,04/03/2016,11:51,2016,3,19.35711,-99.239635,"Camino Puerto Ceguayo, Balcones de Ceguayo, Álvaro Obregón, CDMX, 01540, México",1
4161,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,05/03/2016,14:19,2016,3,19.37329,-99.2289,"Temixco, 2a. Ampliación Presidentes, Álvaro Obregón, CDMX, 01299, México",1
4162,P-1.4.1,ROBO DE VEHICULO AUTOMOTOR S.V.,05/03/2016,11:36,2016,3,19.350557,-99.196743,"Calero, San Ángel Inn, Álvaro Obregón, CDMX, 01060, México",1
4264,P-1.4.6,ROBO DE VEHICULO AUTOMOTOR S.V.,06/03/2016,12:38,2016,3,19.339328,-99.196795,"Ferrocarril del Valle, Tizapán, Álvaro Obregón, CDMX, 01090, México",1
4276,P-1.5.4,ROBO DE VEHICULO AUTOMOTOR S.V.,07/03/2016,14:08,2016,3,19.369184,-99.233207,"Puerto Acapulco, Garcimarrero Norte, Álvaro Obregón, CDMX, 01510, México",1
4605,P-1.2.7,ROBO DE VEHICULO AUTOMOTOR S.V.,11/03/2016,16:43,2016,3,19.379032,-99.199733,"Bodega Aurrera, Rosa Blanca, Molino de Rosas, Álvaro Obregón, CDMX, 01470, México",1
